Other Categories,Link,Reviewer,Rating,Title,Review
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1361,Ellen B.,1.0 star rating,Stole my money!,"								Incredibly, Instacart charged me over $95, associated with CA, but no store listed, for groceries I never purchased. I live in Ohio and have not traveled anywhere near California for years. Now, in the middle of this pandemic, as I am tight on funds, they're reviewing my case and will get back to me. Be warned! It may take me up to a week to see my money again! I won't use Instacart again! If you do, keep a careful eye on your bank account!								
							"
Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#1398,Mark H.,1.0 star rating,Authorized Hold on my credit card,"								Purchased items valued at $152.07. This amount was taken from my account on May 18th. A day later, Instacart, then place a hold for $225. Now I am told it will take 2 -3 BUSINESS days before I receive the held funds! Never experienced this type of online transaction for retail purchases, perhaps its common in the Hotel industry for reservations. Crazy!								
							"
Shopper Issues;Cancellation;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1585,S K.,1.0 star rating,Don't use this service,"								I have used Instacart about 6 times and it is never a good experience. First, they put an estimated hold on your account even when you cancel an order. Secondly, it is so hit or miss - mostly miss about what you get. I just received ordered 12 things, three they just canceled, 2 they replaced with something else, and 4 they brought the wrong items. So of what I ordered only 3 were correct. I can't call anyone and this terrible. Last time I use them.								
							"
Shopper Issues;Pricing;Theft;Wrong Product;,https://www.sitejabber.com/reviews/instacart.com#1197,Sharon M.,1.0 star rating,Price Gouging or Highway Robbery?,"								We ordered groceries from Costco for delivery using InstaCart in Powder Springs GA. The markup on each item was outrageous. The shopper needlessly substituted cheaper/lesser products but the price difference was not reflected in my final bill. Example: We ordered chicken breasts and received chicken thigh meat. The package price was $15.24 but InstaCart price was $37.60, a difference of over $22.00. We notified them through their order/issue option 5 days ago but have not heard anything from them other than an acknowledgement of receipt. We will never use them again and would not recommend them to anyone! As a senior citizen who suffers from chronic asthma, a grocery delivery service at this time seemed to be a godsend, but this experience has proven to be more hellish than necessary. Our Costco groceries totalled $343.10 but our InstaCart Bill was $452.40 for a difference of over $109.00.

I gave one star even though the delivery driver did his job well because I feel robbed by this company!

NEVER, EVER again!								
							"
Delivery Issues;Shopper Issues;Pricing;Theft;,https://www.sitejabber.com/reviews/instacart.com#924,Sergio G.,1.0 star rating,It is incredible to see this,"								It is incredible to see this. I received my purchase on March 24,2020 from Publix (instacart express) and in one of those plastic bags with vegetables was a half bitten plum. The incredible and worrying thing about this, is that I don't order plums and that they come bite. I had to throw them away. I have the photo The publix postal code is 34741
My delivery time was 1:55 and the driver's name is Fernando								
							"
Cancellation;Delivery Issues;Shopper Issues;Customer Service;Theft;,https://www.sitejabber.com/reviews/instacart.com#963,DENISE C.,1.0 star rating,WAIT AND NO DELIVERY 140 min WAIT FOR CUSTOMER SERVICE,"								I received 10 emails saying my order was delayed and ultimately the order was NEVER received... Status remained as ""Fred is shopping"". I know we are in a pandemic but companies that say they are going to deliver food to people who cant get out of house should carry through. NO COMMUNICATION. Estimated wait time on Customer Service line 140 minutes								
							"
